local_id_attribute	symbol	geneid
30791_64800_at	EFCAB6	64800
30792_64806_at	IL25	64806
30793_6480_at	ST6GAL1	6480
30794_64816_at	CYP3A43	64816
30795_6482_at	ST3GAL1	6482
30796_64834_at	ELOVL1	64834
30797_64837_at	KLC2	64837
30798_64838_at	FNDC4	64838
30799_6483_at	ST3GAL2	6483
30800_64840_at	PORCN	64840
30801_64844_at	7-Mar	64844
30802_64847_at	SPATA20	64847
30803_64848_at	YTHDC2	64848
30804_64849_at	SLC13A3	64849
30805_6484_at	ST3GAL4	6484
30806_64850_at	AGXT2L1	64850
30807_64852_at	TUT1	64852
30808_64853_at	AIDA	64853
30809_64854_at	USP46	64854
30810_64856_at	VWA1	64856
30811_64858_at	DCLRE1B	64858
30812_64859_at	OBFC2A	64859
30813_64860_at	ARMCX5	64860
30814_64863_at	METTL4	64863
30815_64864_at	RFX7	64864
30816_64866_at	CDCP1	64866
30817_64895_at	PAPOLG	64895
30818_64897_at	C12orf43	64897
30819_6489_at	ST8SIA1	6489
30820_648_at	BMI1	648
30821_64901_at	RANBP17	64901
30822_6490_at	SILV	6490
30823_64919_at	BCL11B	64919
30824_6491_at	STIL	6491
30825_64921_at	CASD1	64921
30826_64922_at	LRRC19	64922
30827_64924_at	SLC30A5	64924
30828_64927_at	TTC23	64927
30829_6493_at	SIM2	6493
30830_64940_at	STAG3L4	64940
30831_64943_at	NT5DC2	64943
30832_6494_at	SIPA1	6494
30833_6495_at	SIX1	6495
30834_64960_at	MRPS15	64960
30835_64963_at	MRPS11	64963
30836_6496_at	SIX3	6496
30837_64976_at	MRPL40	64976
30838_6497_at	SKI	6497
30839_64981_at	MRPL34	64981
30840_6498_at	SKIL	6498
30841_6499_at	SKIV2L	6499
30842_649_at	BMP1	649
30843_65003_at	MRPL11	65003
30844_65005_at	MRPL9	65005
30845_65009_at	NDRG4	65009
30846_6500_at	SKP1	6500
30847_65010_at	SLC26A6	65010
30848_65012_at	SLC26A10	65012
30849_65018_at	PINK1	65018
30850_6502_at	SKP2	6502
30851_6503_at	SLA	6503
30852_6504_at	SLAMF1	6504
30853_65055_at	REEP1	65055
30854_65057_at	ACD	65057
30855_6505_at	SLC1A1	6505
30856_6506_at	SLC1A2	6506
30857_6507_at	SLC1A3	6507
30858_65080_at	MRPL44	65080
30859_65082_at	VPS33A	65082
30860_65083_at	NOL6	65083
30861_65084_at	TMEM135	65084
30862_6508_at	SLC4A3	6508
30863_65094_at	JMJD4	65094
30864_65095_at	KRI1	65095
30865_6509_at	SLC1A4	6509
30866_650_at	BMP2	650
30867_65108_at	MARCKSL1	65108
30868_65109_at	UPF3B	65109
30869_6510_at	SLC1A5	6510
30870_65110_at	UPF3A	65110
30871_65117_at	RSRC2	65117
30872_6511_at	SLC1A6	6511
30873_65123_at	INTS3	65123
30874_65124_at	ANKRD57	65124
30875_65125_at	WNK1	65125
30876_6512_at	SLC1A7	6512
30877_6513_at	SLC2A1	6513
30878_6514_at	SLC2A2	6514
30879_6515_at	SLC2A3	6515
30880_6517_at	SLC2A4	6517
30881_6518_at	SLC2A5	6518
30882_6519_at	SLC3A1	6519
30883_651_at	BMP3	651
30884_6520_at	SLC3A2	6520
30885_6521_at	SLC4A1	6521
30886_65220_at	NADK	65220
30887_6522_at	SLC4A2	6522
30888_6523_at	SLC5A1	6523
30889_65243_at	ZNF643	65243
30890_65244_at	SPATS2	65244
30891_6524_at	SLC5A2	6524
30892_65250_at	C5orf42	65250
30893_65258_at	MPPE1	65258
30894_6525_at	SMTN	6525
30895_65260_at	C1orf163	65260
30896_65263_at	PYCRL	65263
30897_65264_at	UBE2Z	65264
30898_65265_at	C8orf33	65265
30899_6526_at	SLC5A3	6526
30900_6527_at	SLC5A4	6527
30901_6528_at	SLC5A5	6528
30902_6529_at	SLC6A1	6529
30903_652_at	BMP4	652
30904_6530_at	SLC6A2	6530
30905_6531_at	SLC6A3	6531
30906_6532_at	SLC6A4	6532
30907_6533_at	SLC6A6	6533
30908_653483_at	C6orf124	653483
30909_6534_at	SLC6A7	6534
30910_6535_at	SLC6A8	6535
30911_653639_at	LYPLA2P1	653639
30912_6536_at	SLC6A9	6536
30913_653784_at	FAM128A	653784
30914_6538_at	SLC6A11	6538
30915_6539_at	SLC6A12	6539
30916_653_at	BMP5	653
30917_6540_at	SLC6A13	6540
30918_6541_at	SLC7A1	6541
30919_6542_at	SLC7A2	6542
30920_6543_at	SLC8A2	6543
30921_654434_at	C17orf86	654434
30922_6545_at	SLC7A4	6545
30923_6546_at	SLC8A1	6546
30924_6548_at	SLC9A1	6548
30925_6549_at	SLC9A2	6549
30926_654_at	BMP6	654
30927_6550_at	SLC9A3	6550
30928_6553_at	SLC9A5	6553
30929_6554_at	SLC10A1	6554
30930_6555_at	SLC10A2	6555
30931_6556_at	SLC11A1	6556
30932_6557_at	SLC12A1	6557
30933_6558_at	SLC12A2	6558
30934_6559_at	SLC12A3	6559
30935_655_at	BMP7	655
30936_6560_at	SLC12A4	6560
30937_6561_at	SLC13A1	6561
30938_6563_at	SLC14A1	6563
30939_6564_at	SLC15A1	6564
30940_6565_at	SLC15A2	6565
30941_6566_at	SLC16A1	6566
30942_6567_at	SLC16A2	6567
30943_6568_at	SLC17A1	6568
30944_6569_at	SLC34A1	6569
30945_656_at	BMP8B	656
30946_6570_at	SLC18A1	6570
30947_6572_at	SLC18A3	6572
30948_6573_at	SLC19A1	6573
30949_6574_at	SLC20A1	6574
30950_6575_at	SLC20A2	6575
30951_6576_at	SLC25A1	6576
30952_6578_at	SLCO2A1	6578
30953_6579_at	SLCO1A2	6579
30954_657_at	BMPR1A	657
30955_6580_at	SLC22A1	6580
30956_6581_at	SLC22A3	6581
30957_6582_at	SLC22A2	6582
30958_6583_at	SLC22A4	6583
30959_6584_at	SLC22A5	6584
30960_6585_at	SLIT1	6585
30961_6586_at	SLIT3	6586
30962_6588_at	SLN	6588
30963_658_at	BMPR1B	658
30964_6590_at	SLPI	6590
30965_6591_at	SNAI2	6591
30966_6594_at	SMARCA1	6594
30967_6595_at	SMARCA2	6595
30968_6596_at	HLTF	6596
30969_65979_at	PHACTR4	65979
30970_6597_at	SMARCA4	6597
30971_65980_at	BRD9	65980
30972_65981_at	CAPRIN2	65981
30973_65982_at	ZSCAN18	65982
30974_65983_at	GRAMD3	65983
30975_65985_at	AACS	65985
30976_65986_at	ZBTB10	65986
30977_65987_at	KCTD14	65987
30978_65988_at	ZNF747	65988
30979_65989_at	DLK2	65989
30980_6598_at	SMARCB1	6598
30981_65990_at	FAM173A	65990
30982_65992_at	DDRGK1	65992
30983_65993_at	MRPS34	65993
30984_65996_at	MGC2752	65996
30985_65997_at	RASL11B	65997
30986_65998_at	C11orf95	65998
30987_65999_at	LRRC61	65999
30988_6599_at	SMARCC1	6599
30989_659_at	BMPR2	659
30990_66002_at	CYP4F12	66002
30991_66008_at	TRAK2	66008
30992_6601_at	SMARCC2	6601
30993_6602_at	SMARCD1	6602
30994_66035_at	SLC2A11	66035
30995_66036_at	MTMR9	66036
30996_6603_at	SMARCD2	6603
30997_6604_at	SMARCD3	6604
30998_6605_at	SMARCE1	6605
30999_6608_at	SMO	6608
31000_6609_at	SMPD1	6609
31001_660_at	BMX	660
31002_6610_at	SMPD2	6610
31003_6612_at	SUMO3	6612
31004_6614_at	SIGLEC1	6614
31005_6615_at	SNAI1	6615
31006_6616_at	SNAP25	6616
31007_6617_at	SNAPC1	6617
31008_6618_at	SNAPC2	6618
31009_6619_at	SNAPC3	6619
31010_661_at	POLR3D	661
31011_6620_at	SNCB	6620
31012_6621_at	SNAPC4	6621
31013_6622_at	SNCA	6622
31014_6623_at	SNCG	6623
31015_6624_at	FSCN1	6624
31016_6625_at	SNRNP70	6625
31017_6626_at	SNRPA	6626
31018_6628_at	SNRPB	6628
31019_6629_at	SNRPB2	6629
31020_662_at	BNIP1	662
31021_6631_at	SNRPC	6631
31022_6632_at	SNRPD1	6632
31023_6633_at	SNRPD2	6633
31024_6634_at	SNRPD3	6634
31025_6636_at	SNRPF	6636
31026_663_at	BNIP2	663
31027_6640_at	SNTA1	6640
31028_6641_at	SNTB1	6641
31029_6642_at	SNX1	6642
31030_6643_at	SNX2	6643
31031_6645_at	SNTB2	6645
31032_6646_at	SOAT1	6646
31033_6647_at	SOD1	6647
31034_6648_at	SOD2	6648
31035_6649_at	SOD3	6649
31036_664_at	BNIP3	664
31037_6650_at	SOLH	6650
31038_6651_at	SON	6651
31039_6653_at	SORL1	6653
31040_6654_at	SOS1	6654
31041_6655_at	SOS2	6655
31042_6656_at	SOX1	6656
31043_6657_at	SOX2	6657
31044_6658_at	SOX3	6658
31045_6659_at	SOX4	6659
31046_665_at	BNIP3L	665
31047_6660_at	SOX5	6660
31048_6662_at	SOX9	6662
31049_6663_at	SOX10	6663
31050_6664_at	SOX11	6664
31051_6665_at	SOX15	6665
31052_6666_at	SOX12	6666
31053_6667_at	SP1	6667
31054_6668_at	SP2	6668
31055_6670_at	SP3	6670
31056_6671_at	SP4	6671
31057_6672_at	SP100	6672
31058_6674_at	SPAG1	6674
31059_6675_at	UAP1	6675
31060_6676_at	SPAG4	6676
31061_6677_at	SPAM1	6677
31062_6678_at	SPARC	6678
31063_667_at	DST	667
31064_6683_at	SPAST	6683
31065_6687_at	SPG7	6687
31066_6688_at	SPI1	6688
31067_6689_at	SPIB	6689
31068_668_at	FOXL2	668
31069_6690_at	SPINK1	6690
31070_6691_at	SPINK2	6691
31071_6692_at	SPINT1	6692
31072_6693_at	SPN	6693
31073_6694_at	SPP2	6694
31074_6695_at	SPOCK1	6695
31075_6696_at	SPP1	6696
31076_6697_at	SPR	6697
31077_6698_at	SPRR1A	6698
31078_6699_at	SPRR1B	6699
31079_669_at	BPGM	669
31080_6702_at	SPRR2C	6702
31081_6707_at	SPRR3	6707
31082_6708_at	SPTA1	6708
31083_6709_at	SPTAN1	6709
31084_670_at	BPHL	670
31085_6710_at	SPTB	6710
31086_6711_at	SPTBN1	6711
31087_6712_at	SPTBN2	6712
31088_6713_at	SQLE	6713
31089_6714_at	SRC	6714
31090_6715_at	SRD5A1	6715
31091_6716_at	SRD5A2	6716
31092_6717_at	SRI	6717
31093_6718_at	AKR1D1	6718
31094_671_at	BPI	671
31095_6720_at	SREBF1	6720
31096_6721_at	SREBF2	6721
31097_6722_at	SRF	6722
31098_6723_at	SRM	6723
31099_6726_at	SRP9	6726
31100_6727_at	SRP14	6727
31101_6728_at	SRP19	6728
31102_6729_at	SRP54	6729
31103_672_at	BRCA1	672
31104_6731_at	SRP72	6731
31105_6732_at	SRPK1	6732
31106_6733_at	SRPK2	6733
31107_6734_at	SRPR	6734
31108_6736_at	SRY	6736
31109_6737_at	TRIM21	6737
31110_6738_at	TROVE2	6738
31111_673_at	BRAF	673
31112_6741_at	SSB	6741
31113_6742_at	SSBP1	6742
31114_6744_at	SSFA2	6744
31115_6745_at	SSR1	6745
31116_6746_at	SSR2	6746
31117_6747_at	SSR3	6747
31118_6748_at	SSR4	6748
31119_6749_at	SSRP1	6749
31120_6750_at	SST	6750
31121_6751_at	SSTR1	6751
31122_6752_at	SSTR2	6752
31123_6753_at	SSTR3	6753
31124_6754_at	SSTR4	6754
31125_6755_at	SSTR5	6755
31126_6756_at	SSX1	6756
31127_6758_at	SSX5	6758
31128_675_at	BRCA2	675
31129_6760_at	SS18	6760
31130_6764_at	ST5	6764
31131_6767_at	ST13	6767
31132_6768_at	ST14	6768
31133_6769_at	STAC	6769
31134_676_at	BRDT	676
31135_6770_at	STAR	6770
31136_6772_at	STAT1	6772
31137_6773_at	STAT2	6773
31138_6774_at	STAT3	6774
31139_6775_at	STAT4	6775
31140_6776_at	STAT5A	6776
31141_6777_at	STAT5B	6777
31142_6778_at	STAT6	6778
31143_6779_at	STATH	6779
31144_677_at	ZFP36L1	677
31145_6780_at	STAU1	6780
31146_6781_at	STC1	6781
31147_6782_at	HSPA13	6782
31148_6783_at	SULT1E1	6783
31149_6785_at	ELOVL4	6785
31150_6786_at	STIM1	6786
31151_6787_at	NEK4	6787
31152_6788_at	STK3	6788
31153_6789_at	STK4	6789
31154_678_at	ZFP36L2	678
31155_6790_at	AURKA	6790
31156_6792_at	CDKL5	6792
31157_6793_at	STK10	6793
31158_6794_at	STK11	6794
31159_6795_at	AURKC	6795
31160_6799_at	SULT1A2	6799
31161_6801_at	STRN	6801
31162_6804_at	STX1A	6804
31163_6809_at	STX3	6809
31164_6810_at	STX4	6810
31165_6811_at	STX5	6811
31166_6812_at	STXBP1	6812
31167_6813_at	STXBP2	6813
31168_6814_at	STXBP3	6814
31169_6817_at	SULT1A1	6817
31170_6819_at	SULT1C2	6819
31171_6820_at	SULT2B1	6820
31172_6821_at	SUOX	6821
31173_6822_at	SULT2A1	6822
31174_6827_at	SUPT4H1	6827
31175_6829_at	SUPT5H	6829
31176_682_at	BSG	682
31177_6830_at	SUPT6H	6830
31178_6832_at	SUPV3L1	6832
31179_6833_at	ABCC8	6833
31180_6834_at	SURF1	6834
31181_6835_at	SURF2	6835
31182_6837_at	MED22	6837
31183_6839_at	SUV39H1	6839
31184_683_at	BST1	683
31185_6840_at	SVIL	6840
31186_6843_at	VAMP1	6843
31187_6844_at	VAMP2	6844
31188_6847_at	SYCP1	6847
31189_684959_at	SNORA25	684959
31190_684_at	BST2	684
31191_6850_at	SYK	6850
31192_6853_at	SYN1	6853
31193_6854_at	SYN2	6854
31194_6855_at	SYP	6855
31195_6856_at	SYPL1	6856
31196_6857_at	SYT1	6857
31197_685_at	BTC	685
31198_6861_at	SYT5	6861
31199_6862_at	T	6862
31200_6863_at	TAC1	6863
31201_6865_at	TACR2	6865
31202_6866_at	TAC3	6866
31203_6867_at	TACC1	6867
31204_6868_at	ADAM17	6868
31205_6869_at	TACR1	6869
31206_686_at	BTD	686
31207_6870_at	TACR3	6870
31208_6871_at	TADA2A	6871
31209_6872_at	TAF1	6872
31210_6873_at	TAF2	6873
31211_6874_at	TAF4	6874
31212_6875_at	TAF4B	6875
31213_6876_at	TAGLN	6876
31214_6877_at	TAF5	6877
31215_6878_at	TAF6	6878
31216_6879_at	TAF7	6879
31217_687_at	KLF9	687
31218_6880_at	TAF9	6880
31219_6881_at	TAF10	6881
31220_6882_at	TAF11	6882
31221_6883_at	TAF12	6883
31222_6884_at	TAF13	6884
31223_6885_at	MAP3K7	6885
31224_6886_at	TAL1	6886
31225_6888_at	TALDO1	6888
31226_688_at	KLF5	688
31227_6890_at	TAP1	6890
31228_6891_at	TAP2	6891
31229_6892_at	TAPBP	6892
31230_6894_at	TARBP1	6894
31231_6895_at	TARBP2	6895
31232_6897_at	TARS	6897
31233_6898_at	TAT	6898
31234_6899_at	TBX1	6899
31235_689_at	BTF3	689
31236_6900_at	CNTN2	6900
31237_6901_at	TAZ	6901
31238_6902_at	TBCA	6902
31239_6903_at	TBCC	6903
31240_6904_at	TBCD	6904
31241_6905_at	TBCE	6905
31242_6906_at	SERPINA7	6906
31243_6907_at	TBL1X	6907
31244_6908_at	TBP	6908
31245_6909_at	TBX2	6909
31246_690_at	BTF3L1	690
31247_6910_at	TBX5	6910
31248_6911_at	TBX6	6911
31249_6915_at	TBXA2R	6915
31250_6916_at	TBXAS1	6916
31251_6919_at	TCEA2	6919
31252_6921_at	TCEB1	6921
31253_6923_at	TCEB2	6923
31254_6924_at	TCEB3	6924
31255_6925_at	TCF4	6925
31256_6926_at	TBX3	6926
31257_6927_at	HNF1A	6927
31258_6928_at	HNF1B	6928
31259_6929_at	TCF3	6929
31260_6932_at	TCF7	6932
31261_6934_at	TCF7L2	6934
31262_6935_at	ZEB1	6935
31263_6936_at	C2orf3	6936
31264_6938_at	TCF12	6938
31265_6939_at	TCF15	6939
31266_6940_at	ZNF354A	6940
31267_6942_at	TCF20	6942
31268_6943_at	TCF21	6943
31269_6944_at	VPS72	6944
31270_6945_at	MLX	6945
31271_6947_at	TCN1	6947
31272_6948_at	TCN2	6948
31273_6949_at	TCOF1	6949
31274_694_at	BTG1	694
31275_6950_at	TCP1	6950
31276_6954_at	TCP11	6954
31277_695_at	BTK	695
31278_696_at	BTN1A1	696
31279_6988_at	TCTA	6988
31280_6990_at	DYNLT3	6990
31281_6992_at	PPP1R11	6992
31282_6993_at	DYNLT1	6993
31283_6999_at	TDO2	6999
31284_699_at	BUB1	699
31285_7001_at	PRDX2	7001
31286_7003_at	TEAD1	7003
31287_7004_at	TEAD4	7004
31288_7005_at	TEAD3	7005
31289_7006_at	TEC	7006
31290_7007_at	TECTA	7007
31291_7008_at	TEF	7008
31292_7009_at	TMBIM6	7009
31293_7010_at	TEK	7010
31294_7011_at	TEP1	7011
31295_7013_at	TERF1	7013
31296_7014_at	TERF2	7014
31297_7015_at	TERT	7015
31298_7016_at	TESK1	7016
31299_7018_at	TF	7018
31300_7019_at	TFAM	7019
31301_701_at	BUB1B	701
31302_7020_at	TFAP2A	7020
31303_7021_at	TFAP2B	7021
31304_7022_at	TFAP2C	7022
31305_7023_at	TFAP4	7023
31306_7024_at	TFCP2	7024
31307_7025_at	NR2F1	7025
31308_7026_at	NR2F2	7026
31309_7027_at	TFDP1	7027
31310_7029_at	TFDP2	7029
31311_7030_at	TFE3	7030
31312_7031_at	TFF1	7031
31313_7032_at	TFF2	7032
31314_7033_at	TFF3	7033
31315_7035_at	TFPI	7035
31316_7036_at	TFR2	7036
31317_7037_at	TFRC	7037
31318_7038_at	TG	7038
31319_7039_at	TGFA	7039
31320_7040_at	TGFB1	7040
31321_7041_at	TGFB1I1	7041
31322_7042_at	TGFB2	7042
31323_7043_at	TGFB3	7043
31324_7044_at	LEFTY2	7044
31325_7045_at	TGFBI	7045
31326_7046_at	TGFBR1	7046
31327_7047_at	TGM4	7047
31328_7048_at	TGFBR2	7048
31329_7049_at	TGFBR3	7049
31330_7050_at	TGIF1	7050
31331_7051_at	TGM1	7051
31332_7052_at	TGM2	7052
31333_7053_at	TGM3	7053
31334_7054_at	TH	7054
31335_7056_at	THBD	7056
31336_7057_at	THBS1	7057
31337_7058_at	THBS2	7058
31338_7059_at	THBS3	7059
31339_705_at	BYSL	705
31340_7060_at	THBS4	7060
31341_7062_at	TCHH	7062
31342_7064_at	THOP1	7064
31343_7066_at	THPO	7066
31344_7067_at	THRA	7067
31345_7068_at	THRB	7068
31346_706_at	TSPO	706
31347_7070_at	THY1	7070
31348_7071_at	KLF10	7071
31349_7072_at	TIA1	7072
31350_7073_at	TIAL1	7073
31351_7074_at	TIAM1	7074
31352_7075_at	TIE1	7075
31353_7076_at	TIMP1	7076
31354_7077_at	TIMP2	7077
31355_7078_at	TIMP3	7078
31356_7079_at	TIMP4	7079
31357_7080_at	NKX2-1	7080
31358_7082_at	TJP1	7082
31359_7083_at	TK1	7083
31360_7084_at	TK2	7084
31361_7086_at	TKT	7086
31362_7087_at	ICAM5	7087
31363_7088_at	TLE1	7088
31364_7089_at	TLE2	7089
31365_708_at	C1QBP	708
31366_7090_at	TLE3	7090
31367_7091_at	TLE4	7091
31368_7093_at	TLL2	7093
31369_7094_at	TLN1	7094
31370_7095_at	SEC62	7095
31371_7096_at	TLR1	7096
31372_7097_at	TLR2	7097
31373_7098_at	TLR3	7098
31374_7099_at	TLR4	7099
31375_70_at	ACTC1	70
31376_7100_at	TLR5	7100
31377_7101_at	NR2E1	7101
31378_7102_at	TSPAN7	7102
31379_7103_at	TSPAN8	7103
31380_7104_at	TM4SF4	7104
31381_7105_at	TSPAN6	7105
31382_7106_at	TSPAN4	7106
31383_7107_at	GPR137B	7107
31384_7108_at	TM7SF2	7108
31385_7109_at	TRAPPC10	7109
31386_710_at	SERPING1	710
31387_7110_at	TMF1	7110
31388_7111_at	TMOD1	7111
31389_7112_at	TMPO	7112
31390_7113_at	TMPRSS2	7113
31391_711_at	C3orf51	711
31392_7122_at	CLDN5	7122
31393_7123_at	CLEC3B	7123
31394_7124_at	TNF	7124
31395_7125_at	TNNC2	7125
31396_7126_at	TNFAIP1	7126
31397_7127_at	TNFAIP2	7127
31398_7128_at	TNFAIP3	7128
31399_712_at	C1QA	712
31400_7130_at	TNFAIP6	7130
31401_7132_at	TNFRSF1A	7132
31402_7133_at	TNFRSF1B	7133
31403_7134_at	TNNC1	7134
31404_7135_at	TNNI1	7135
31405_7136_at	TNNI2	7136
31406_7137_at	TNNI3	7137
31407_7138_at	TNNT1	7138
31408_7139_at	TNNT2	7139
31409_713_at	C1QB	713
31410_7140_at	TNNT3	7140
31411_7141_at	TNP1	7141
31412_7142_at	TNP2	7142
31413_7143_at	TNR	7143
31414_7145_at	TNS1	7145
31415_7148_at	TNXB	7148
31416_7150_at	TOP1	7150
31417_7153_at	TOP2A	7153
31418_7155_at	TOP2B	7155
31419_7156_at	TOP3A	7156
31420_7157_at	TP53	7157
31421_7158_at	TP53BP1	7158
31422_7159_at	TP53BP2	7159
31423_715_at	C1R	715
31424_7161_at	TP73	7161
31425_7162_at	TPBG	7162
31426_7163_at	TPD52	7163
31427_7164_at	TPD52L1	7164
31428_7165_at	TPD52L2	7165
31429_7167_at	TPI1	7167
31430_7168_at	TPM1	7168
31431_7169_at	TPM2	7169
31432_716_at	C1S	716
31433_7170_at	TPM3	7170
31434_7171_at	TPM4	7171
31435_7172_at	TPMT	7172
31436_7173_at	TPO	7173
31437_7174_at	TPP2	7174
31438_7175_at	TPR	7175
31439_7177_at	TPSAB1	7177
31440_7178_at	TPT1	7178
31441_7179_at	TPTE	7179
31442_717_at	C2	717
31443_7180_at	CRISP2	7180
31444_7181_at	NR2C1	7181
31445_7182_at	NR2C2	7182
31446_7184_at	HSP90B1	7184
31447_7185_at	TRAF1	7185
31448_7186_at	TRAF2	7186
31449_7187_at	TRAF3	7187
31450_7188_at	TRAF5	7188
31451_7189_at	TRAF6	7189
31452_718_at	C3	718
31453_719_at	C3AR1	719
31454_71_at	ACTG1	71
31455_7200_at	TRH	7200
31456_7201_at	TRHR	7201
31457_7203_at	CCT3	7203
31458_7204_at	TRIO	7204
31459_7205_at	TRIP6	7205
31460_7216_at	TRO	7216
31461_7220_at	TRPC1	7220
31462_7221_at	TRPC2	7221
31463_7222_at	TRPC3	7222
31464_7223_at	TRPC4	7223
31465_7224_at	TRPC5	7224
31466_7225_at	TRPC6	7225
31467_7226_at	TRPM2	7226
31468_7227_at	TRPS1	7227
31469_722_at	C4BPA	722
31470_7247_at	TSN	7247
31471_7248_at	TSC1	7248
31472_7249_at	TSC2	7249
31473_7251_at	TSG101	7251
31474_7252_at	TSHB	7252
31475_7253_at	TSHR	7253
31476_7257_at	TSNAX	7257
31477_7259_at	TSPYL1	7259
31478_725_at	C4BPB	725
31479_7260_at	TSSC1	7260
31480_7262_at	PHLDA2	7262
31481_7263_at	TST	7263
31482_7264_at	TSTA3	7264
31483_7265_at	TTC1	7265
31484_7266_at	DNAJC7	7266
31485_7267_at	TTC3	7267
31486_7268_at	TTC4	7268
31487_726_at	CAPN5	726
31488_7270_at	TTF1	7270
31489_7272_at	TTK	7272
31490_7273_at	TTN	7273
31491_7274_at	TTPA	7274
31492_7275_at	TUB	7275
31493_7276_at	TTR	7276
31494_7277_at	TUBA4A	7277
31495_727800_at	RNF208	727800
31496_727897_at	MUC5B	727897
31497_7278_at	TUBA3C	7278
31498_727_at	C5	727
31499_7280_at	TUBB2A	7280
31500_728215_at	FAM155A	728215
31501_728361_at	LOC728361	728361
31502_7283_at	TUBG1	7283
31503_728448_at	LOC728448	728448
31504_7284_at	TUFM	7284
31505_7286_at	TUFT1	7286
31506_7287_at	TULP1	7287
31507_728882_at	FAM182B	728882
31508_7288_at	TULP2	7288
31509_7289_at	TULP3	7289
31510_728_at	C5AR1	728
31511_7290_at	HIRA	7290
31512_7291_at	TWIST1	7291
31513_729230_at	CCR2	729230
31514_7292_at	TNFSF4	7292
31515_7293_at	TNFRSF4	7293
31516_7294_at	TXK	7294
31517_729515_at	C6orf35	729515
31518_729580_at	LOC729580	729580
31519_7295_at	TXN	7295
31520_7296_at	TXNRD1	7296
31521_729799_at	LOC729799	729799
31522_7297_at	TYK2	7297
31523_729806_at	LOC729806	729806
31524_7298_at	TYMS	7298
31525_729991_at	LOC729991	729991
31526_7299_at	TYR	7299
31527_729_at	C6	729
31528_72_at	ACTG2	72
31529_730101_at	LOC730101	730101
31530_7301_at	TYRO3	7301
31531_7305_at	TYROBP	7305
31532_7306_at	TYRP1	7306
31533_7307_at	U2AF1	7307
31534_730_at	C7	730
31535_7311_at	UBA52	7311
31536_7314_at	UBB	7314
31537_7316_at	UBC	7316
31538_7317_at	UBA1	7317
31539_7318_at	UBA7	7318
31540_7319_at	UBE2A	7319
31541_731_at	C8A	731
31542_7320_at	UBE2B	7320
31543_7321_at	UBE2D1	7321
31544_7322_at	UBE2D2	7322
31545_7323_at	UBE2D3	7323
31546_7324_at	UBE2E1	7324
31547_7326_at	UBE2G1	7326
31548_7327_at	UBE2G2	7327
31549_7328_at	UBE2H	7328
31550_7329_at	UBE2I	7329
31551_732_at	C8B	732
31552_7332_at	UBE2L3	7332
31553_7334_at	UBE2N	7334
31554_7336_at	UBE2V2	7336
31555_7337_at	UBE3A	7337
31556_733_at	C8G	733
31557_7341_at	SUMO1	7341
31558_7342_at	UBP1	7342
31559_7343_at	UBTF	7343
31560_7345_at	UCHL1	7345
31561_7347_at	UCHL3	7347
31562_7348_at	UPK1B	7348
31563_7349_at	UCN	7349
31564_734_at	OSGIN2	734
31565_7350_at	UCP1	7350
31566_7351_at	UCP2	7351
31567_7352_at	UCP3	7352
31568_7353_at	UFD1L	7353
31569_7355_at	SLC35A2	7355
31570_7356_at	SCGB1A1	7356
31571_7357_at	UGCG	7357
31572_7358_at	UGDH	7358
31573_735_at	C9	735
31574_7360_at	UGP2	7360
31575_7363_at	UGT2B4	7363
31576_7366_at	UGT2B15	7366
31577_7367_at	UGT2B17	7367
31578_7368_at	UGT8	7368
31579_7369_at	UMOD	7369
31580_7371_at	UCK2	7371
31581_7372_at	UMPS	7372
31582_7373_at	COL14A1	7373
31583_7374_at	UNG	7374
31584_7375_at	USP4	7375
31585_7376_at	NR1H2	7376
31586_7378_at	UPP1	7378
31587_7379_at	UPK2	7379
31588_7380_at	UPK3A	7380
31589_7381_at	UQCRB	7381
31590_7384_at	UQCRC1	7384
31591_7385_at	UQCRC2	7385
31592_7386_at	UQCRFS1	7386
31593_7388_at	UQCRH	7388
31594_7389_at	UROD	7389
31595_738_at	C11orf2	738
31596_7390_at	UROS	7390
31597_7392_at	USF2	7392
31598_7398_at	USP1	7398
31599_7399_at	USH2A	7399
31600_7402_at	UTRN	7402
31601_7403_at	KDM6A	7403
31602_7404_at	UTY	7404
31603_7405_at	UVRAG	7405
31604_7407_at	VARS	7407
31605_7408_at	VASP	7408
31606_7409_at	VAV1	7409
31607_740_at	MRPL49	740
31608_7410_at	VAV2	7410
31609_7411_at	VBP1	7411
31610_7412_at	VCAM1	7412
31611_7414_at	VCL	7414
31612_7415_at	VCP	7415
31613_7416_at	VDAC1	7416
31614_7419_at	VDAC3	7419
31615_741_at	ZNHIT2	741
31616_7421_at	VDR	7421
31617_7422_at	VEGFA	7422
31618_7423_at	VEGFB	7423
31619_7424_at	VEGFC	7424
31620_7425_at	VGF	7425
31621_7429_at	VIL1	7429
31622_7430_at	EZR	7430
31623_7431_at	VIM	7431
31624_7432_at	VIP	7432
31625_7433_at	VIPR1	7433
31626_7434_at	VIPR2	7434
31627_7436_at	VLDLR	7436
31628_7439_at	BEST1	7439
31629_7441_at	VPREB1	7441
31630_7442_at	TRPV1	7442
31631_7443_at	VRK1	7443
31632_7444_at	VRK2	7444
31633_7447_at	VSNL1	7447
31634_7448_at	VTN	7448
31635_744_at	MPPED2	744
31636_7450_at	VWF	7450
31637_7453_at	WARS	7453
