local_id_attribute	symbol	geneid
5016_205489_at	CRYM	1428
5017_205490_x_at	GJB3	2707
5018_205491_s_at	GJB3	2707
5019_205492_s_at	DPYSL4	10570
5020_205493_s_at	DPYSL4	10570
5021_205494_at	ZNF821	55565
5022_205495_s_at	GNLY	10578
5023_205496_at	KIAA0408	9729
5024_205497_at	ZNF175	7728
5025_205498_at	GHR	2690
5026_205499_at	SRPX2	27286
5027_205500_at	C5	727
5028_205501_at	PDE10A	10846
5029_205502_at	CYP17A1	1586
5030_205503_at	PTPN14	5784
5031_205504_at	BTK	695
5032_205505_at	GCNT1	2650
5033_205506_at	VIL1	7429
5034_205507_at	ARHGEF15	22899
5035_205508_at	SCN1B	6324
5036_205509_at	CPB1	1360
5037_205510_s_at	FLJ10038	55056
5038_205511_at	FLJ10038	55056
5039_205512_s_at	AIFM1	9131
5040_205513_at	TCN1	6947
5041_205514_at	ZNF415	55786
5042_205515_at	PRSS12	8492
5043_205516_x_at	CIZ1	25792
5044_205517_at	GATA4	2626
5045_205518_s_at	CMAH	8418
5046_205519_at	WDR76	79968
5047_205520_at	STRN	6801
5048_205521_at	EXOG	9941
5049_205522_at	HOXD4	3233
5050_205523_at	HAPLN1	1404
5051_205524_s_at	HAPLN1	1404
5052_205525_at	CALD1	800
5053_205526_s_at	KATNA1	11104
5054_205527_s_at	GEMIN4	50628
5055_205528_s_at	RUNX1T1	862
5056_205529_s_at	RUNX1T1	862
5057_205530_at	ETFDH	2110
5058_205531_s_at	GLS2	27165
5059_205532_s_at	CDH6	1004
5060_205533_s_at	CDH6	1004
5061_205534_at	PCDH7	5099
5062_205535_s_at	PCDH7	5099
5063_205536_at	VAV2	7410
5064_205537_s_at	VAV2	7410
5065_205538_at	CORO2A	7464
5066_205539_at	AVIL	10677
5067_205540_s_at	RRAGB	10325
5068_205541_s_at	GSPT2	23708
5069_205542_at	STEAP1	26872
5070_205543_at	HSPA4L	22824
5071_205544_s_at	CR2	1380
5072_205545_x_at	DNAJC8	22826
5073_205546_s_at	TYK2	7297
5074_205547_s_at	TAGLN	6876
5075_205548_s_at	BTG3	10950
5076_205549_at	PCP4	5121
5077_205550_s_at	BRE	9577
5078_205551_at	SV2B	9899
5079_205552_s_at	OAS1	4938
5080_205553_s_at	CSRP3	8048
5081_205554_s_at	DNASE1L3	1776
5082_205555_s_at	MSX2	4488
5083_205556_at	MSX2	4488
5084_205557_at	BPI	671
5085_205558_at	TRAF6	7189
5086_205559_s_at	PCSK5	5125
5087_205560_at	PCSK5	5125
5088_205561_at	KCTD17	79734
5089_205562_at	RPP38	10557
5090_205563_at	KISS1	3814
5091_205564_at	PAGE4	9506
5092_205565_s_at	FXN	2395
5093_205566_at	ABHD2	11057
5094_205567_at	CHST1	8534
5095_205568_at	AQP9	366
5096_205569_at	LAMP3	27074
5097_205570_at	PIP4K2A	5305
5098_205571_at	LIPT1	51601
5099_205572_at	ANGPT2	285
5100_205573_s_at	SNX7	51375
5101_205574_x_at	BMP1	649
5102_205575_at	C1QL1	10882
5103_205576_at	SERPIND1	3053
5104_205577_at	PYGM	5837
5105_205578_at	ROR2	4920
5106_205579_at	HRH1	3269
5107_205580_s_at	HRH1	3269
5108_205581_s_at	NOS3	4846
5109_205582_s_at	GGT5	2687
5110_205583_s_at	ALG13	79868
5111_205584_at	ALG13	79868
5112_205585_at	ETV6	2120
5113_205586_x_at	VGF	7425
5114_205587_at	FGFR1OP	11116
5115_205588_s_at	FGFR1OP	11116
5116_205589_at	MYL3	4634
5117_205590_at	RASGRP1	10125
5118_205591_at	OLFM1	10439
5119_205592_at	SLC4A1	6521
5120_205593_s_at	PDE9A	5152
5121_205594_at	ZNF652	22834
5122_205595_at	DSG3	1830
5123_205596_s_at	SMURF2	64750
5124_205597_at	SLC44A4	80736
5125_205598_at	TRAIP	10293
5126_205599_at	TRAF1	7185
5127_205600_x_at	HOXB5	3215
5128_205601_s_at	HOXB5	3215
5129_205602_x_at	PSG7	5676
5130_205603_s_at	DIAPH2	1730
5131_205604_at	HOXD9	3235
5132_205605_at	HOXD9	3235
5133_205606_at	LRP6	4040
5134_205607_s_at	SCYL3	57147
5135_205608_s_at	ANGPT1	284
5136_205609_at	ANGPT1	284
5137_205610_at	MYOM1	8736
5138_205611_at	TNFSF12	8742
5139_205612_at	MMRN1	22915
5140_205613_at	SYT17	51760
5141_205614_x_at	MST1	4485
5142_205615_at	CPA1	1357
5143_205616_at	KCNA6	3742
5144_205617_at	PRRG2	5639
5145_205618_at	PRRG1	5638
5146_205619_s_at	MEOX1	4222
5147_205620_at	F10	2159
5148_205621_at	ALKBH1	8846
5149_205622_at	SMPD2	6610
5150_205623_at	ALDH3A1	218
5151_205624_at	CPA3	1359
5152_205625_s_at	CALB1	793
5153_205626_s_at	CALB1	793
5154_205627_at	CDA	978
5155_205628_at	PRIM2	5558
5156_205629_s_at	CRH	1392
5157_205630_at	CRH	1392
5158_205631_at	KIAA0586	9786
5159_205632_s_at	PIP5K1B	8395
5160_205633_s_at	ALAS1	211
5161_205634_x_at	NA	NA
5162_205635_at	KALRN	8997
5163_205636_at	SH3GL3	6457
5164_205637_s_at	SH3GL3	6457
5165_205638_at	BAI3	577
5166_205639_at	AOAH	313
5167_205640_at	ALDH3B1	221
5168_205641_s_at	TRADD	8717
5169_205642_at	CEP110	11064
5170_205643_s_at	PPP2R2B	5521
5171_205644_s_at	SNRPG	6637
5172_205645_at	REPS2	9185
5173_205646_s_at	PAX6	5080
5174_205647_at	RAD52	5893
5175_205648_at	WNT2	7472
5176_205649_s_at	FGA	2243
5177_205650_s_at	FGA	2243
5178_205651_x_at	RAPGEF4	11069
5179_205652_s_at	TTLL1	25809
5180_205653_at	CTSG	1511
5181_205654_at	C4BPA	722
5182_205655_at	MDM4	4194
5183_205656_at	PCDH17	27253
5184_205657_at	HAAO	23498
5185_205658_s_at	SNAPC4	6621
5186_205659_at	HDAC9	9734
5187_205660_at	OASL	8638
5188_205661_s_at	FLAD1	80308
5189_205662_at	B9D1	27077
5190_205663_at	PCBP3	54039
5191_205664_at	KIN	22944
5192_205665_at	TSPAN9	10867
5193_205666_at	FMO1	2326
5194_205667_at	WRN	7486
5195_205668_at	LY75	4065
5196_205669_at	NCAM2	4685
5197_205670_at	GAL3ST1	9514
5198_205671_s_at	HLA-DOB	3112
5199_205672_at	XPA	7507
5200_205673_s_at	ASB9	140462
5201_205674_x_at	FXYD2	486
5202_205675_at	MTTP	4547
5203_205676_at	CYP27B1	1594
5204_205677_s_at	DLEU1	10301
5205_205678_at	AP3B2	8120
5206_205679_x_at	ACAN	176
5207_205680_at	MMP10	4319
5208_205681_at	BCL2A1	597
5209_205682_x_at	APOM	55937
5210_205683_x_at	TPSAB1	7177
5211_205684_s_at	DENND4C	55667
5212_205685_at	CD86	942
5213_205686_s_at	CD86	942
5214_205687_at	UBFD1	56061
5215_205688_at	TFAP4	7023
5216_205689_at	PCNXL2	80003
5217_205690_s_at	BUD31	8896
5218_205691_at	SYNGR3	9143
5219_205692_s_at	CD38	952
5220_205693_at	TNNT3	7140
5221_205694_at	TYRP1	7306
5222_205695_at	SDS	10993
5223_205696_s_at	GFRA1	2674
5224_205697_at	SCGN	10590
5225_205698_s_at	MAP2K6	5608
5226_205699_at	MAP2K6	5608
5227_205700_at	HSD17B6	8630
5228_205701_at	IPO8	10526
5229_205702_at	PHTF1	10745
5230_205703_at	ATP6V0A2	23545
5231_205704_s_at	ATP6V0A2	23545
5232_205705_at	ANKRD26	22852
5233_205706_s_at	ANKRD26	22852
5234_205707_at	IL17RA	23765
5235_205708_s_at	TRPM2	7226
5236_205709_s_at	CDS1	1040
5237_205710_at	LRP2	4036
5238_205711_x_at	ATP5C1	509
5239_205712_at	PTPRD	5789
5240_205713_s_at	COMP	1311
5241_205714_s_at	ZMYND10	51364
5242_205715_at	BST1	683
5243_205716_at	SLC25A40	55972
5244_205717_x_at	NA	NA
5245_205718_at	ITGB7	3695
5246_205719_s_at	PAH	5053
5247_205720_at	POMC	5443
5248_205721_at	GFRA2	2675
5249_205722_s_at	GFRA2	2675
5250_205723_at	CNTFR	1271
5251_205724_at	PKP1	5317
5252_205725_at	SCGB1A1	7356
5253_205726_at	DIAPH2	1730
5254_205727_at	TEP1	7011
5255_205728_at	ODZ1	10178
5256_205729_at	OSMR	9180
5257_205730_s_at	ABLIM3	22885
5258_205731_s_at	NCOA2	10499
5259_205732_s_at	NCOA2	10499
5260_205733_at	BLM	641
5261_205734_s_at	AFF3	3899
5262_205735_s_at	AFF3	3899
5263_205736_at	PGAM2	5224
5264_205737_at	KCNQ2	3785
5265_205738_s_at	FABP3	2170
5266_205739_x_at	ZNF107	51427
5267_205740_s_at	RBM42	79171
5268_205741_s_at	DTNA	1837
5269_205742_at	TNNI3	7137
5270_205743_at	STAC	6769
5271_205744_at	DOC2A	8448
5272_205745_x_at	ADAM17	6868
5273_205746_s_at	ADAM17	6868
5274_205747_at	CBLN1	869
5275_205748_s_at	RNF126	55658
5276_205749_at	CYP1A1	1543
5277_205750_at	BPHL	670
5278_205751_at	SH3GL2	6456
5279_205752_s_at	GSTM5	2949
5280_205753_at	CRP	1401
5281_205754_at	F2	2147
5282_205755_at	ITIH3	3699
5283_205756_s_at	F8	2157
5284_205757_at	ENTPD5	957
5285_205758_at	CD8A	925
5286_205759_s_at	SULT2B1	6820
5287_205760_s_at	OGG1	4968
5288_205761_s_at	DUS4L	11062
5289_205762_s_at	DUS4L	11062
5290_205763_s_at	DDX18	8886
5291_205764_at	NA	NA
5292_205765_at	CYP3A5	1577
5293_205766_at	TCAP	8557
5294_205767_at	EREG	2069
5295_205768_s_at	SLC27A2	11001
5296_205769_at	SLC27A2	11001
5297_205770_at	GSR	2936
5298_205771_s_at	AKAP7	9465
5299_205772_s_at	AKAP7	9465
5300_205773_at	CPEB3	22849
5301_205774_at	F12	2161
5302_205775_at	FAM50B	26240
5303_205776_at	FMO5	2330
5304_205777_at	DUSP9	1852
5305_205778_at	KLK7	5650
5306_205779_at	RAMP2	10266
5307_205780_at	BIK	638
5308_205781_at	C16orf7	9605
5309_205782_at	FGF7	2252
5310_205783_at	KLK13	26085
5311_205784_x_at	ARVCF	421
5312_205785_at	ITGAM	3684
5313_205786_s_at	ITGAM	3684
5314_205787_x_at	NA	NA
5315_205788_s_at	ZC3H11A	9877
5316_205789_at	CD1D	912
5317_205790_at	SKAP1	8631
5318_205791_x_at	ZNF230	7773
5319_205792_at	WISP2	8839
5320_205793_x_at	TNK1	8711
5321_205794_s_at	NOVA1	4857
5322_205795_at	NRXN3	9369
5323_205796_at	TCP11L1	55346
5324_205797_s_at	TCP11L1	55346
5325_205798_at	IL7R	3575
5326_205799_s_at	SLC3A1	6519
5327_205800_at	SLC3A1	6519
5328_205801_s_at	RASGRP3	25780
5329_205802_at	TRPC1	7220
5330_205803_s_at	TRPC1	7220
5331_205804_s_at	TRAF3IP3	80342
5332_205805_s_at	ROR1	4919
5333_205806_at	ROM1	6094
5334_205807_s_at	TUFT1	7286
5335_205808_at	ASPH	444
5336_205809_s_at	WASL	8976
5337_205810_s_at	WASL	8976
5338_205811_at	POLG2	11232
5339_205812_s_at	NA	NA
5340_205813_s_at	MAT1A	4143
5341_205814_at	GRM3	2913
5342_205815_at	REG3A	5068
5343_205816_at	ITGB8	3696
5344_205817_at	SIX1	6495
5345_205818_at	DBC1	1620
5346_205819_at	MARCO	8685
5347_205820_s_at	APOC3	345
5348_205821_at	KLRK1	22914
5349_205822_s_at	HMGCS1	3157
5350_205823_at	RGS12	6002
5351_205824_at	HSPB2	3316
5352_205825_at	PCSK1	5122
5353_205826_at	MYOM2	9172
5354_205827_at	CCK	885
5355_205828_at	MMP3	4314
5356_205829_at	HSD17B1	3292
5357_205830_at	CLGN	1047
5358_205831_at	CD2	914
5359_205832_at	CPA4	51200
5360_205833_s_at	PART1	25859
5361_205834_s_at	PART1	25859
5362_205835_s_at	YTHDC2	64848
5363_205836_s_at	YTHDC2	64848
5364_205837_s_at	NA	NA
5365_205838_at	NA	NA
5366_205839_s_at	BZRAP1	9256
5367_205840_x_at	GH1	2688
5368_205841_at	JAK2	3717
5369_205842_s_at	JAK2	3717
5370_205843_x_at	CRAT	1384
5371_205844_at	VNN1	8876
5372_205845_at	CACNA1H	8912
5373_205846_at	PTPRB	5787
5374_205847_at	PRSS22	64063
5375_205848_at	GAS2	2620
5376_205849_s_at	UQCRB	7381
5377_205850_s_at	GABRB3	2562
5378_205851_at	NME6	10201
5379_205852_at	CDK5R2	8941
5380_205853_at	ZBTB7B	51043
5381_205854_at	TULP3	7289
5382_205855_at	ZNF197	10168
5383_205856_at	SLC14A1	6563
5384_205857_at	SLC18A2	6571
5385_205858_at	NGFR	4804
5386_205859_at	LY86	9450
5387_205860_x_at	FOLH1	2346
5388_205861_at	SPIB	6689
5389_205862_at	GREB1	9687
5390_205863_at	S100A12	6283
5391_205864_at	SLC7A4	6545
5392_205865_at	ARID3A	1820
5393_205866_at	FCN3	8547
5394_205867_at	PTPN11	5781
5395_205868_s_at	PTPN11	5781
5396_205869_at	PRSS1	5644
5397_205870_at	BDKRB2	624
5398_205871_at	NA	NA
5399_205872_x_at	PDE4DIP	9659
5400_205873_at	PIGL	9487
5401_205874_at	ITPKA	3706
5402_205875_s_at	TREX1	11277
5403_205876_at	LIFR	3977
5404_205877_s_at	ZC3H7B	23264
5405_205878_at	POU6F1	5463
5406_205879_x_at	RET	5979
5407_205880_at	PRKD1	5587
5408_205881_at	ZNF74	7625
5409_205882_x_at	ADD3	120
5410_205883_at	ZBTB16	7704
5411_205884_at	ITGA4	3676
5412_205885_s_at	ITGA4	3676
5413_205886_at	REG1B	5968
5414_205887_x_at	MSH3	4437
5415_205888_s_at	JAKMIP2	9832
5416_205889_s_at	JAKMIP2	9832
5417_205890_s_at	NA	NA
5418_205891_at	ADORA2B	136
5419_205892_s_at	FABP1	2168
5420_205893_at	NLGN1	22871
5421_205894_at	ARSE	415
5422_205895_s_at	NOLC1	9221
5423_205896_at	SLC22A4	6583
5424_205897_at	NFATC4	4776
5425_205898_at	CX3CR1	1524
5426_205899_at	CCNA1	8900
5427_205900_at	KRT1	3848
5428_205901_at	PNOC	5368
5429_205902_at	KCNN3	3782
5430_205903_s_at	KCNN3	3782
5431_205904_at	MICA	4276
5432_205905_s_at	NA	NA
5433_205906_at	FOXJ1	2302
5434_205907_s_at	OMD	4958
5435_205908_s_at	OMD	4958
5436_205909_at	POLE2	5427
5437_205910_s_at	CEL	1056
5438_205911_at	PTH1R	5745
5439_205912_at	PNLIP	5406
5440_205913_at	PLIN1	5346
5441_205914_s_at	GRIN1	2902
5442_205915_x_at	GRIN1	2902
5443_205916_at	S100A7	6278
5444_205917_at	ZNF264	9422
5445_205918_at	SLC4A3	6508
5446_205919_at	HBE1	3046
5447_205920_at	SLC6A6	6533
5448_205921_s_at	SLC6A6	6533
5449_205922_at	VNN2	8875
5450_205923_at	RELN	5649
5451_205924_at	RAB3B	5865
5452_205925_s_at	RAB3B	5865
5453_205926_at	IL27RA	9466
5454_205927_s_at	CTSE	1510
5455_205928_at	ZNF443	10224
5456_205929_at	GPA33	10223
5457_205930_at	GTF2E1	2960
5458_205931_s_at	CREB5	9586
5459_205932_s_at	MSX1	4487
5460_205933_at	SETBP1	26040
5461_205934_at	PLCL1	5334
5462_205935_at	FOXF1	2294
5463_205936_s_at	HK3	3101
5464_205937_at	CGREF1	10669
5465_205938_at	PPM1E	22843
5466_205939_at	CYP3A7	1551
5467_205940_at	MYH3	4621
5468_205941_s_at	COL10A1	1300
5469_205942_s_at	ACSM3	6296
5470_205943_at	TDO2	6999
5471_205944_s_at	CLTCL1	8218
5472_205945_at	IL6R	3570
5473_205946_at	VIPR2	7434
5474_205947_s_at	VIPR2	7434
5475_205948_at	PTPRT	11122
5476_205949_at	CA1	759
5477_205950_s_at	CA1	759
5478_205951_at	MYH1	4619
5479_205952_at	KCNK3	3777
5480_205953_at	LRIG2	9860
5481_205954_at	RXRG	6258
5482_205955_at	NA	NA
5483_205956_x_at	PSMC3IP	29893
5484_205957_at	PLXNB3	5365
5485_205958_x_at	CSHL1	1444
5486_205959_at	MMP13	4322
5487_205960_at	PDK4	5166
5488_205961_s_at	PSIP1	11168
5489_205962_at	PAK2	5062
5490_205963_s_at	DNAJA3	9093
5491_205964_at	ZNF426	79088
5492_205965_at	BATF	10538
5493_205966_at	TAF13	6884
5494_205967_at	HIST1H4C	8364
5495_205968_at	KCNS3	3790
5496_205969_at	AADAC	13
5497_205970_at	MT3	4504
5498_205971_s_at	NA	NA
5499_205972_at	SLC38A3	10991
5500_205973_at	FEZ1	9638
5501_205974_at	HOXD1	3231
5502_205975_s_at	HOXD1	3231
5503_205976_at	FASTKD2	22868
5504_205977_s_at	EPHA1	2041
5505_205978_at	KL	9365
5506_205979_at	SCGB2A1	4246
5507_205980_s_at	NA	NA
5508_205981_s_at	ING2	3622
5509_205982_x_at	SFTPC	6440
5510_205983_at	DPEP1	1800
5511_205984_at	CRHBP	1393
5512_205985_x_at	CLCNKB	1188
5513_205986_at	AATK	9625
5514_205987_at	CD1C	911
5515_205988_at	CD84	8832
5516_205989_s_at	MOG	4340
5517_205990_s_at	WNT5A	7474
5518_205991_s_at	PRRX1	5396
5519_205992_s_at	IL15	3600
5520_205993_s_at	TBX2	6909
5521_205994_at	ELK4	2005
5522_205995_x_at	IQCB1	9657
5523_205996_s_at	AK2	204
5524_205997_at	ADAM28	10863
5525_205998_x_at	CYP3A4	1576
5526_205999_x_at	CYP3A4	1576
5527_206000_at	MEP1A	4224
5528_206001_at	NPY	4852
5529_206002_at	GPR64	10149
5530_206003_at	CEP135	9662
5531_206004_at	TGM3	7053
5532_206005_s_at	KIAA1009	22832
5533_206006_s_at	KIAA1009	22832
5534_206007_at	PRG4	10216
5535_206008_at	TGM1	7051
5536_206009_at	ITGA9	3680
5537_206010_at	HABP2	3026
5538_206011_at	CASP1	834
5539_206012_at	LEFTY2	7044
5540_206013_s_at	ACTL6B	51412
5541_206014_at	ACTL6B	51412
5542_206015_s_at	FOXJ3	22887
5543_206016_at	CCDC22	28952
5544_206017_at	KIAA0319	9856
5545_206018_at	FOXG1	2290
5546_206019_at	RBM19	9904
5547_206020_at	SOCS6	9306
5548_206021_at	SCAND2	54581
5549_206022_at	NDP	4693
5550_206023_at	NMU	10874
5551_206024_at	HPD	3242
5552_206025_s_at	TNFAIP6	7130
5553_206026_s_at	TNFAIP6	7130
5554_206027_at	S100A3	6274
5555_206028_s_at	MERTK	10461
5556_206029_at	ANKRD1	27063
5557_206030_at	ASPA	443
5558_206031_s_at	USP5	8078
5559_206032_at	DSC3	1825
5560_206033_s_at	DSC3	1825
5561_206034_at	SERPINB8	5271
5562_206035_at	REL	5966
5563_206036_s_at	REL	5966
5564_206037_at	CCBL1	883
5565_206038_s_at	NR2C2	7182
5566_206039_at	RAB33A	9363
5567_206040_s_at	MAPK11	5600
5568_206042_x_at	NA	NA
5569_206043_s_at	ATP2C2	9914
5570_206044_s_at	BRAF	673
5571_206045_s_at	NOL4	8715
5572_206046_at	ADAM23	8745
5573_206047_at	GNB3	2784
5574_206048_at	OVOL2	58495
5575_206049_at	SELP	6403
5576_206050_s_at	RNH1	6050
5577_206051_at	ELAVL4	1996
5578_206052_s_at	SLBP	7884
5579_206053_at	ZNF510	22869
5580_206054_at	KNG1	3827
5581_206055_s_at	SNRPA1	6627
5582_206056_x_at	SPN	6693
5583_206057_x_at	SPN	6693
5584_206058_at	SLC6A12	6539
5585_206059_at	ZNF91	7644
5586_206060_s_at	PTPN22	26191
5587_206061_s_at	DICER1	23405
5588_206062_at	GUCA1A	2978
5589_206063_x_at	NA	NA
5590_206064_s_at	PPIL2	23759
5591_206065_s_at	DPYS	1807
5592_206066_s_at	RAD51C	5889
5593_206067_s_at	WT1	7490
5594_206068_s_at	ACADL	33
5595_206069_s_at	ACADL	33
5596_206070_s_at	EPHA3	2042
5597_206071_s_at	EPHA3	2042
5598_206072_at	UCN	7349
5599_206073_at	COLQ	8292
5600_206074_s_at	HMGA1	3159
5601_206075_s_at	CSNK2A1	1457
5602_206076_at	LRRC23	10233
5603_206077_at	KEL	3792
5604_206078_at	KALRN	8997
5605_206079_at	CHML	1122
5606_206080_at	PLCH2	9651
5607_206081_at	SLC24A1	9187
5608_206082_at	HCP5	10866
5609_206083_at	BAI1	575
5610_206084_at	PTPRR	5801
5611_206085_s_at	CTH	1491
5612_206086_x_at	HFE	3077
5613_206087_x_at	HFE	3077
5614_206088_at	NA	NA
5615_206089_at	NELL1	4745
5616_206090_s_at	DISC1	27185
5617_206091_at	MATN3	4148
5618_206092_x_at	RTEL1	51750
5619_206093_x_at	NA	NA
5620_206094_x_at	NA	NA
5621_206095_s_at	SFRS13A	10772
5622_206096_at	ZNF35	7584
5623_206097_at	SLC22A18AS	5003
5624_206098_at	ZBTB6	10773
5625_206099_at	PRKCH	5583
5626_206100_at	CPM	1368
5627_206101_at	ECM2	1842
5628_206102_at	GINS1	9837
5629_206103_at	RAC3	5881
5630_206104_at	ISL1	3670
5631_206105_at	AFF2	2334
5632_206106_at	MAPK12	6300
5633_206107_at	RGS11	8786
5634_206108_s_at	SFRS6	6431
5635_206109_at	FUT1	2523
5636_206110_at	HIST1H3H	8357
5637_206111_at	RNASE2	6036
5638_206112_at	ANKRD7	56311
5639_206113_s_at	RAB5A	5868
5640_206114_at	EPHA4	2043
5641_206115_at	EGR3	1960
5642_206116_s_at	TPM1	7168
5643_206117_at	TPM1	7168
5644_206118_at	STAT4	6775
5645_206119_at	BHMT	635
5646_206120_at	CD33	945
5647_206121_at	AMPD1	270
5648_206122_at	SOX15	6665
5649_206123_at	LLGL1	3996
5650_206124_s_at	LLGL1	3996
5651_206125_s_at	KLK8	11202
5652_206126_at	CXCR5	643
5653_206127_at	ELK3	2004
5654_206128_at	ADRA2C	152
5655_206129_s_at	ARSB	411
5656_206130_s_at	ASGR2	433
5657_206131_at	CLPS	1208
5658_206132_at	MCC	4163
5659_206133_at	XAF1	54739
5660_206134_at	ADAMDEC1	27299
5661_206135_at	ST18	9705
5662_206136_at	FZD5	7855
5663_206137_at	RIMS2	9699
5664_206138_s_at	PI4KB	5298
5665_206139_at	PI4KB	5298
5666_206140_at	LHX2	9355
5667_206141_at	MOCS3	27304
5668_206142_at	ZNF135	7694
5669_206143_at	SLC26A3	1811
5670_206144_at	MAGI1	9223
5671_206145_at	RHAG	6005
5672_206146_s_at	RHAG	6005
5673_206147_x_at	SCML2	10389
5674_206148_at	IL3RA	3563
5675_206149_at	CHP2	63928
5676_206150_at	CD27	939
5677_206151_x_at	CELA3B	23436
5678_206152_at	AGAP2	116986
5679_206153_at	CYP4F11	57834
5680_206154_at	RLBP1	6017
5681_206155_at	ABCC2	1244
5682_206156_at	GJB5	2709
5683_206157_at	PTX3	5806
5684_206158_s_at	CNBP	7555
5685_206159_at	GDF10	2662
5686_206160_at	APOBEC2	10930
5687_206161_s_at	SYT5	6861
5688_206162_x_at	SYT5	6861
5689_206163_at	MAB21L1	4081
5690_206164_at	CLCA2	9635
5691_206165_s_at	CLCA2	9635
5692_206166_s_at	CLCA2	9635
5693_206167_s_at	ARHGAP6	395
5694_206168_at	ZC3H7B	23264
5695_206169_x_at	ZC3H7B	23264
5696_206170_at	ADRB2	154
5697_206171_at	ADORA3	140
5698_206172_at	IL13RA2	3598
5699_206173_x_at	GABPB1	2553
5700_206174_s_at	PPP6C	5537
5701_206175_x_at	ZNF222	7673
5702_206176_at	BMP6	654
5703_206177_s_at	ARG1	383
5704_206178_at	PLA2G5	5322
5705_206179_s_at	TPPP	11076
5706_206180_x_at	ZNF747	65988
5707_206181_at	SLAMF1	6504
5708_206182_at	ZNF134	7693
5709_206183_s_at	HERC3	8916
5710_206184_at	CRKL	1399
5711_206185_at	CRYBB1	1414
5712_206186_at	MPP3	4356
5713_206187_at	PTGIR	5739
5714_206188_at	ZNF623	9831
5715_206189_at	UNC5C	8633
5716_206190_at	GPR17	2840
5717_206191_at	ENTPD3	956
5718_206192_at	CDSN	1041
5719_206193_s_at	CDSN	1041
5720_206194_at	NA	NA
5721_206195_x_at	GH2	2689
5722_206196_s_at	RUNDC3A	10900
5723_206197_at	NME5	8382
5724_206198_s_at	CEACAM7	1087
5725_206199_at	CEACAM7	1087
5726_206200_s_at	ANXA11	311
5727_206201_s_at	MEOX2	4223
5728_206202_at	MEOX2	4223
5729_206203_at	RCVRN	5957
5730_206204_at	GRB14	2888
5731_206205_at	MPHOSPH9	10198
5732_206206_at	CD180	4064
5733_206207_at	CLC	1178
5734_206208_at	CA4	762
5735_206209_s_at	CA4	762
5736_206210_s_at	CETP	1071
5737_206211_at	SELE	6401
5738_206212_at	CPA2	1358
5739_206213_at	WNT10B	7480
5740_206214_at	PLA2G7	7941
5741_206215_at	OPCML	4978
5742_206216_at	SRPK3	26576
5743_206217_at	EDA	1896
5744_206218_at	MAGEB2	4113
5745_206219_s_at	VAV1	7409
5746_206220_s_at	RASA3	22821
5747_206221_at	RASA3	22821
5748_206222_at	TNFRSF10C	8794
5749_206223_at	LMTK2	22853
5750_206224_at	CST1	1469
5751_206225_at	ZNF507	22847
5752_206226_at	HRG	3273
5753_206227_at	CILP	8483
5754_206228_at	PAX2	5076
5755_206229_x_at	PAX2	5076
5756_206230_at	LHX1	3975
5757_206231_at	KCNN1	3780
5758_206232_s_at	B4GALT6	9331
5759_206233_at	B4GALT6	9331
5760_206234_s_at	MMP17	4326
5761_206235_at	LIG4	3981
5762_206236_at	GPR4	2828
5763_206237_s_at	NRG1	3084
5764_206238_s_at	YAF2	10138
5765_206239_s_at	SPINK1	6690
5766_206240_s_at	ZNF136	7695
5767_206241_at	KPNA5	3841
5768_206242_at	TM4SF5	9032
5769_206243_at	TIMP4	7079
5770_206244_at	CR1	1378
5771_206245_s_at	IVNS1ABP	10625
5772_206246_at	PFKFB4	5210
5773_206247_at	MICB	4277
5774_206248_at	PRKCE	5581
5775_206249_at	MAP3K13	9175
5776_206250_x_at	AVPR1A	552
5777_206251_s_at	AVPR1A	552
5778_206252_s_at	AVPR1A	552
5779_206253_at	DLG2	1740
5780_206254_at	EGF	1950
5781_206255_at	BLK	640
5782_206256_at	CPN1	1369
5783_206257_at	CCDC9	26093
5784_206258_at	ST8SIA5	29906
5785_206259_at	PROC	5624
5786_206260_at	TGM4	7047
5787_206261_at	ZNF239	8187
5788_206262_at	ADH1C	126
5789_206263_at	FMO4	2329
5790_206264_at	GPLD1	2822
5791_206265_s_at	GPLD1	2822
5792_206266_at	GPLD1	2822
5793_206267_s_at	MATK	4145
5794_206268_at	LEFTY1	10637
5795_206269_at	GCM1	8521
5796_206270_at	PRKCG	5582
5797_206271_at	TLR3	7098
5798_206272_at	NA	NA
5799_206273_at	SLMO1	10650
5800_206274_s_at	CROCC	9696
5801_206275_s_at	MICAL2	9645
5802_206276_at	LY6D	8581
5803_206277_at	P2RY2	5029
5804_206278_at	PTAFR	5724
5805_206279_at	PRKY	5616
5806_206280_at	CDH18	1016
5807_206281_at	ADCYAP1	116
5808_206282_at	NEUROD1	4760
5809_206283_s_at	TAL1	6886
5810_206284_x_at	CLTB	1212
5811_206285_at	NPHP1	4867
5812_206286_s_at	NA	NA
5813_206287_s_at	ITIH4	3700
5814_206288_at	PGGT1B	5229
5815_206289_at	HOXA4	3201
5816_206290_s_at	RGS7	6000
5817_206291_at	NTS	4922
5818_206292_s_at	SULT2A1	6822
5819_206293_at	SULT2A1	6822
5820_206294_at	HSD3B2	3284
5821_206295_at	IL18	3606
5822_206296_x_at	MAP4K1	11184
5823_206297_at	CTRC	11330
5824_206298_at	ARHGAP22	58504
5825_206299_at	FAM155B	27112
